# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005813	CC	e	centrosome	91/2534	532/20670	0.0009903219440673995	3	91	0.029564594911976	636, 994, 1453, 2140, 2648, 2733, 3014, 3297, 4089, 4172, 4204, 4218, 4750, 4957, 5566, 5576, 5586, 5664, 5930, 5977, 6249, 6904, 7016, 7283, 7559, 8086, 8881, 9024, 9099, 9325, 9342, 9541, 9657, 9659, 9742, 9786, 9820, 10426, 10844, 10856, 10868, 11064, 11190, 22852, 22890, 23059, 23093, 23172, 23177, 23299, 23352, 23363, 23473, 23503, 23636, 25853, 25914, 26005, 26146, 27183, 50618, 54902, 55081, 55112, 55755, 56259, 57539, 57606, 57679, 63971, 64793, 79187, 79441, 79618, 79791, 80184, 80212, 80279, 80746, 84861, 84936, 85378, 85459, 91754, 115752, 153241, 171568, 201163, 259282, 353116, 653784
GO:0070552	CC	e	BRISC complex	4/2534	5/20670	0.0010166416442276827	3	4	0.029564594911976	6472, 9577, 23172, 79184
GO:0005827	CC	e	polar microtubule	4/2534	5/20670	0.0010166416442276827	8	4	0.029564594911976	7283, 9903, 10426, 84861
GO:0005847	CC	e	mRNA cleavage and polyadenylation specificity factor complex	7/2534	15/20670	0.0010820606870999595	4	7	0.030200735738246862	1478, 8189, 10898, 29894, 51692, 53981, 55339
GO:0031011	CC	e	Ino80 complex	7/2534	15/20670	0.0010820606870999595	6	7	0.030200735738246862	4798, 8607, 10856, 54617, 54891, 79913, 283899
GO:0005684	CC	e	U2-type spliceosomal complex	8/2534	19/20670	0.0010887675113621998	4	8	0.030200735738246862	7737, 8175, 10262, 26121, 54883, 81576, 84811, 151903
GO:0005637	CC	e	nuclear inner membrane	14/2534	47/20670	0.0011073485890467428	5	14	0.030250750091686016	2010, 3930, 4086, 5664, 6434, 7108, 10280, 23333, 25900, 26092, 83862, 84823, 147991, 221496
GO:0000794	CC	e	condensed nuclear chromosome	10/2534	28/20670	0.0012154556321883167	7	10	0.032227448600522575	3014, 6002, 7283, 8243, 11073, 23212, 23476, 65083, 89765, 192669
GO:0000791	CC	e	euchromatin	17/2534	62/20670	0.0012685490328865128	3	17	0.033147737772382356	1788, 3297, 3717, 3725, 5394, 6667, 6830, 6908, 8805, 9070, 10856, 23076, 23379, 27043, 54512, 54828, 55209
GO:0005770	CC	e	late endosome	30/2534	137/20670	0.0014739663862571599	8	30	0.03796516277745227	1317, 1497, 2896, 3482, 3643, 4534, 5641, 9711, 9863, 23245, 23274, 26276, 27183, 51150, 55823, 57192, 57617, 63894, 64601, 66005, 79065, 79139, 79443, 84079, 84888, 88455, 124930, 126321, 149371, 338692
GO:0099053	CC	e	activating signal cointegrator 1 complex	3/2534	3/20670	0.0018405478259632773	4	3	0.04484469905691607	9325, 10973, 84164
GO:0070522	CC	e	ERCC4-ERCC1 complex	3/2534	3/20670	0.0018405478259632773	4	3	0.04484469905691607	2067, 2072, 7515
GO:0044611	CC	e	nuclear pore inner ring	3/2534	3/20670	0.0018405478259632773	3	3	0.04484469905691607	9631, 23165, 23511
GO:0020018	CC	e	ciliary pocket membrane	3/2534	3/20670	0.0018405478259632773	6	3	0.04484469905691607	9342, 10938, 30845
GO:0005615	CC	p	extracellular space	103/2534	1848/20670	1.3253286604767714e-23	2	103	5.973918937099047e-21	59, 558, 563, 633, 655, 686, 874, 889, 1291, 1435, 1476, 1605, 1634, 1839, 1956, 2022, 2054, 2200, 2218, 2335, 2487, 2519, 2531, 2621, 2648, 2671, 2733, 2878, 2896, 2990, 3148, 3416, 3730, 3912, 3915, 4204, 4681, 5155, 5269, 5270, 5272, 5768, 5817, 6051, 6282, 6585, 6597, 6609, 6810, 6924, 7037, 7060, 7263, 7422, 7804, 8398, 8621, 8751, 8754, 9211, 9860, 10327, 10404, 10461, 10509, 10516, 10718, 22846, 23203, 23247, 23263, 23394, 23659, 23769, 26002, 50509, 51162, 51752, 54414, 55068, 55112, 55959, 56005, 56975, 57186, 57453, 57643, 57727, 60343, 64131, 64207, 64218, 64374, 66005, 79174, 79632, 85464, 90865, 96764, 140710, 169714, 196441, 254048
GO:0005576	CC	p	extracellular region	118/2534	1944/20670	3.567061259379403e-21	2	118	1.0719019084435107e-18	30, 410, 411, 563, 633, 655, 686, 823, 1291, 1435, 1464, 1476, 1605, 1634, 1727, 1839, 1942, 2047, 2200, 2316, 2335, 2517, 2519, 2590, 2621, 2717, 2720, 2878, 2896, 2990, 2992, 3074, 3455, 3609, 3730, 3908, 3912, 3913, 3915, 4012, 4048, 4052, 4054, 4062, 4758, 4790, 4851, 4853, 5045, 5155, 5269, 5270, 5476, 5641, 5717, 5768, 5986, 5991, 6051, 6093, 6282, 6487, 7010, 7037, 7060, 7289, 7414, 7422, 8621, 9211, 9510, 9636, 9948, 9961, 10516, 10533, 10549, 10653, 10718, 22856, 23071, 23197, 23659, 25809, 27154, 28988, 50509, 50865, 51162, 51337, 51368, 51752, 54676, 55009, 57493, 57795, 59277, 64847, 66005, 79640, 80184, 84439, 84623, 89932, 89970, 90865, 114790, 114798, 124583, 124936, 196463, 200081, 245812, 284361, 374354, 375790, 387758, 100462981
GO:0005887	CC	p	integral component of plasma membrane	92/2534	1427/20670	9.324680711757758e-14	4	92	2.1015499154124045e-11	41, 90, 558, 857, 977, 1002, 1317, 1464, 1839, 1948, 1956, 2030, 2047, 2840, 2899, 2900, 3351, 3455, 3480, 3482, 3643, 3767, 4012, 4853, 4882, 4891, 5159, 5310, 5362, 5664, 5787, 5793, 5795, 6515, 6539, 6541, 6567, 6574, 6843, 6868, 7010, 7037, 7048, 7108, 7301, 8082, 8834, 8884, 9019, 9308, 9990, 10057, 10296, 10461, 10509, 10718, 10723, 10867, 10991, 11120, 11245, 23129, 23250, 23266, 23385, 23654, 23769, 26011, 26503, 27328, 29988, 30061, 51283, 55117, 55361, 55366, 55851, 56131, 57192, 57198, 57537, 58494, 58986, 64218, 79581, 84133, 84623, 84895, 126321, 147495, 376497, 441027
GO:0005886	CC	p	plasma membrane	443/2534	4778/20670	1.8502956009177302e-13	3	443	3.7067588538385195e-11	41, 90, 156, 160, 161, 207, 321, 382, 409, 412, 471, 558, 658, 800, 823, 857, 867, 889, 905, 943, 977, 1002, 1312, 1317, 1435, 1445, 1453, 1459, 1464, 1497, 1500, 1605, 1609, 1797, 1838, 1839, 1889, 1942, 1944, 1948, 1956, 1967, 2011, 2022, 2030, 2047, 2054, 2059, 2130, 2316, 2317, 2335, 2548, 2686, 2840, 2870, 2893, 2894, 2896, 2899, 2900, 3351, 3455, 3480, 3482, 3636, 3643, 3655, 3679, 3693, 3709, 3717, 3725, 3730, 3752, 3767, 4012, 4062, 4140, 4193, 4218, 4301, 4354, 4355, 4534, 4638, 4682, 4758, 4799, 4820, 4848, 4851, 4853, 4882, 4884, 4891, 5045, 5130, 5152, 5159, 5243, 5269, 5290, 5310, 5335, 5362, 5395, 5531, 5536, 5576, 5583, 5586, 5587, 5664, 5681, 5770, 5787, 5795, 5817, 5863, 5875, 5878, 5894, 5921, 5923, 5926, 6002, 6016, 6051, 6093, 6446, 6461, 6515, 6539, 6541, 6567, 6574, 6609, 6675, 6810, 6843, 6868, 7010, 7037, 7048, 7189, 7248, 7270, 7289, 7439, 7508, 7525, 7727, 7786, 7791, 7804, 7862, 8189, 8394, 8398, 8496, 8527, 8573, 8605, 8660, 8751, 8772, 8776, 8786, 8801, 8841, 8883, 8884, 8895, 8904, 8907, 8934, 9019, 9037, 9213, 9223, 9231, 9265, 9266, 9308, 9342, 9351, 9379, 9397, 9399, 9463, 9545, 9564, 9618, 9619, 9649, 9780, 9827, 9843, 9856, 9860, 9863, 9948, 9990, 10011, 10019, 10043, 10057, 10184, 10411, 10461, 10497, 10617, 10653, 10723, 10817, 10867, 10938, 10979, 10991, 10999, 11018, 11021, 11073, 11079, 11120, 11151, 11160, 11245, 11252, 22929, 22985, 23075, 23093, 23129, 23139, 23181, 23184, 23189, 23223, 23250, 23263, 23295, 23299, 23317, 23352, 23385, 23513, 23612, 23647, 23657, 23705, 23759, 23762, 23769, 25759, 25792, 25798, 25805, 25921, 25927, 25937, 25939, 25970, 26000, 26011, 26020, 26086, 26130, 26503, 26504, 26505, 26511, 27005, 27173, 27183, 27328, 28988, 29763, 29988, 30061, 30818, 30845, 50618, 51092, 51150, 51160, 51347, 51390, 51706, 51741, 51752, 51754, 51763, 53635, 53826, 53838, 53916, 54328, 54805, 54862, 54918, 54946, 55037, 55068, 55080, 55117, 55129, 55198, 55256, 55262, 55361, 55362, 55366, 55654, 55667, 55701, 55740, 55761, 55829, 55851, 55920, 55959, 55968, 55970, 57085, 57088, 57104, 57154, 57156, 57175, 57186, 57192, 57198, 57217, 57453, 57553, 57561, 57620, 57719, 57720, 57799, 58494, 58513, 58986, 59277, 59284, 60560, 60626, 64218, 64781, 64837, 79581, 79643, 79659, 79778, 79888, 79932, 79934, 79960, 80208, 80308, 80325, 80820, 80975, 81502, 81926, 83464, 83548, 83786, 83862, 84079, 84133, 84168, 84231, 84239, 84623, 84631, 84632, 84888, 84975, 84988, 85021, 85456, 85459, 88455, 89122, 90809, 91663, 91782, 94103, 112574, 113235, 114798, 115098, 115557, 115703, 115752, 116225, 116985, 118426, 121665, 123879, 124583, 124930, 124935, 127700, 128869, 130612, 131601, 143458, 145270, 147495, 149371, 152404, 152503, 152579, 154810, 154881, 157638, 160622, 163859, 164091, 166647, 169714, 196051, 196528, 200734, 201163, 201266, 206358, 221395, 221955, 253725, 254428, 338692, 340061, 353116, 374395, 375790, 376497, 389072, 400451
GO:0009897	CC	p	external side of plasma membrane	17/2534	421/20670	7.227100163460424e-09	3	17	1.3030461594719143e-06	563, 1605, 1889, 2022, 3416, 3643, 3655, 3679, 7037, 7048, 9308, 9619, 11120, 55068, 57493, 84168, 166647
GO:0042101	CC	p	T cell receptor complex	0/2534	136/20670	4.0665066583323865e-08	5	0	5.639931926902533e-06	
GO:0045095	CC	p	keratin filament	0/2534	101/20670	4.14899507625478e-06	7	0	0.0003400290055676077	
GO:0019814	CC	p	immunoglobulin complex	0/2534	87/20670	2.0839751986133727e-05	2	0	0.0013419311725356826	
GO:0016324	CC	p	apical plasma membrane	20/2534	350/20670	5.0930989556917137e-05	4	20	0.0026236735477463313	1464, 2030, 2335, 4851, 4891, 5159, 5243, 5562, 5664, 6541, 6567, 6868, 7010, 8884, 9351, 9750, 10057, 10327, 10991, 113235
GO:0072562	CC	p	blood microparticle	4/2534	144/20670	9.90327519480158e-05	2	4	0.0048258392368181755	2335, 7037, 23549, 54973
GO:0042571	CC	p	immunoglobulin complex, circulating	0/2534	74/20670	0.00011150162215241838	3	0	0.005290458545810799	
GO:0016021	CC	p	integral component of membrane	378/2534	3613/20670	0.00025248255677189665	3	378	0.009896218475211514	53, 412, 658, 706, 788, 943, 1185, 1312, 1435, 1497, 1534, 1605, 1798, 1889, 2010, 2022, 2030, 2054, 2055, 2132, 2317, 2531, 2686, 3703, 3709, 3752, 3930, 3954, 3998, 4086, 4232, 4247, 4358, 4851, 5195, 5243, 5310, 5447, 5817, 6487, 6515, 6539, 6567, 6576, 6646, 6745, 6810, 6811, 7048, 7439, 7542, 7804, 7841, 7844, 7922, 8273, 8398, 8642, 8677, 8707, 8708, 8720, 8751, 8754, 9037, 9117, 9213, 9334, 9379, 9399, 9469, 9486, 9526, 9527, 9570, 9619, 9673, 9687, 9766, 9780, 9843, 9856, 9860, 9902, 9990, 10066, 10067, 10184, 10195, 10280, 10452, 10585, 10613, 10653, 10715, 10869, 10908, 10945, 10948, 10994, 10999, 11018, 11068, 11070, 11094, 11160, 11161, 11230, 11231, 11237, 11253, 11282, 11311, 22856, 23080, 23151, 23169, 23223, 23225, 23245, 23266, 23274, 23315, 23333, 23341, 23352, 23385, 23399, 23467, 23505, 23544, 23657, 23705, 25798, 25805, 25807, 25813, 25829, 25851, 25864, 25921, 25966, 26002, 26020, 26058, 26092, 26123, 26173, 26503, 26504, 26505, 27173, 29071, 29097, 29801, 29928, 30061, 50515, 50651, 50814, 51006, 51061, 51092, 51093, 51161, 51172, 51304, 51312, 51313, 51368, 51390, 51430, 51629, 51706, 51751, 51752, 51754, 53373, 53407, 53838, 54328, 54470, 54471, 54480, 54681, 54682, 54741, 54805, 54867, 54868, 54918, 54929, 54946, 54972, 54978, 55009, 55080, 55117, 55129, 55177, 55219, 55298, 55362, 55625, 55627, 55638, 55650, 55654, 55830, 55851, 56131, 56834, 56926, 56927, 56997, 57085, 57088, 57104, 57156, 57168, 57192, 57404, 57453, 57493, 57506, 57508, 57537, 57620, 57719, 57720, 63027, 64131, 64430, 64747, 64753, 64755, 64764, 64781, 65250, 78987, 78992, 79001, 79064, 79065, 79073, 79087, 79089, 79102, 79134, 79139, 79143, 79157, 79415, 79583, 79586, 79591, 79603, 79608, 79613, 79794, 79847, 79867, 79888, 79932, 79934, 79939, 80228, 80255, 80775, 80789, 80975, 81034, 81037, 81490, 81542, 83460, 83464, 83862, 83877, 84065, 84168, 84187, 84239, 84277, 84287, 84336, 84522, 84620, 84623, 84631, 84720, 84749, 84769, 84814, 84898, 84925, 84928, 84975, 85365, 85406, 90231, 90580, 90809, 90956, 91012, 91252, 91289, 91304, 91663, 92293, 92579, 92609, 92840, 93210, 94103, 112770, 113178, 113235, 113612, 116843, 118424, 123096, 124491, 124565, 124583, 124935, 125704, 126792, 130367, 130612, 130733, 131601, 137964, 138311, 143458, 145270, 147991, 151742, 152404, 154197, 160418, 161145, 162427, 163590, 164091, 166647, 170384, 192111, 196051, 201266, 203260, 206358, 220972, 221395, 221491, 221496, 221955, 222553, 254428, 283521, 283820, 284339, 284361, 284439, 284996, 286451, 337867, 374378, 374395, 375035, 375790, 387521, 399474, 399909, 400451, 643853, 728661, 729515
GO:0031012	CC	p	extracellular matrix	13/2534	246/20670	0.000379797966200525	3	13	0.01369551466119093	633, 2200, 2335, 3730, 4052, 7422, 9510, 9860, 10516, 23769, 24144, 50509, 89932
GO:0022625	CC	p	cytosolic large ribosomal subunit	0/2534	58/20670	0.0009207289752391115	5	0	0.028327974393349487	
GO:0022626	CC	p	cytosolic ribosome	1/2534	75/20670	0.0011574783465085033	6	1	0.031148260578430318	440275
GO:1903561	CC	p	extracellular vesicle	7/2534	155/20670	0.0018723086409306081	5	7	0.04501029972797182	2893, 4891, 5270, 7037, 7414, 11253, 26160
